Fuel Type Code,Station Name,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Latitude,Longitude
ELEC,Big Y,,3,,41.28803792,-72.41582934
ELEC,Utah Division of Air Quality,,4,,40.774299,-111.947378
ELEC,City of Aspen - Rio Grande Parking Plaza,,2,1,39.191258,-106.818009
ELEC,Victorian Inn and VI Restaurant,,1,,40.575434,-124.264839
ELEC,Columbia Friends Meeting House,,1,,34.095307,-80.971258
ELEC,COLO STATE UNIV LAUREL 3,,2,,40.577977,-105.093136
ELEC,ADVOCATE SHERMAN HOSP,,2,,42.071215,-88.331027
ELEC,BSMG NORTH DECK 1,,2,,35.994829,-78.905062
ELEC,BMW COOPER STATION 01,,2,,35.613856,-97.494486
ELEC,TinkerMill Longmont Makerspace,,1,,40.155594,-105.124506
ELEC,Lovering Volvo,,1,,43.190372,-71.508498
ELEC,Appalachian Mountain Club - Pinkham Notch Visitor Center,,2,,44.258041,-71.252932
ELEC,Tradhuset,,1,,38.573884,-97.675415
ELEC,Vetehuset,,1,,38.573771,-97.676351
ELEC,OAK CREST TOWN CENTER,,2,,39.35846,-76.536562
ELEC,BSMG EAST DECK 3,,2,,35.992578,-78.902123
ELEC,BSMG SOUTH DECK 1,,2,,35.991785,-78.906252
ELEC,UNC RAMSHEAD 1,,2,,35.906068,-79.045679
ELEC,AC GC 3,,2,,39.924079,-104.811713
ELEC,UWMC 4245 UWMC 4245 #1,,2,,47.658961,-122.3185
ELEC,UNC CARDINAL DECK 1,,2,,35.90333,-79.052449
ELEC,UWMC 4225 UWMC 4225 #1,,2,,47.658409,-122.318392
ELEC,J Sargeant Reynolds Community College,,2,,37.693394,-77.8859049
ELEC,City of Richmond - Main Street Center,,2,1,37.533004,-77.429787
ELEC,Scope Arena Parking,,,1,36.852443,-76.285958
ELEC,Larry H Miller Nissan,,1,1,39.560813,-105.004869
ELEC,Appalachian State University - Rivers Street Parking Deck,,1,,36.211913,-81.680812
ELEC,Coast Guard House Historic Inn & Cottages,,1,,38.9143349,-123.7097718
ELEC,Mike Maroone Chevrolet North,,1,,38.953666,-104.794699
ELEC,Mike Maroone Chevrolet South,,2,,38.836576,-104.758621
ELEC,Trotter Nissan,,1,,33.208096,-92.689847
ELEC,Larry H Miller Nissan - 104,,1,1,39.884399,-105.0158
ELEC,Larry H Miller Nissan - 104,,1,,39.884399,-105.0158
ELEC,Greeley Nissan,,1,,40.39443,-104.736034
ELEC,Larry H Miller Nissan,,1,,39.560813,-105.004869
ELEC,Kona Nissan,,1,,19.60915,-155.96443
ELEC,Hendrick Nissan,,1,,39.015091,-94.68219
ELEC,Hendrick Nissan,,1,,39.015091,-94.68219
ELEC,PALO ALTO CA MPL #4,,1,,37.422105,-122.113507
ELEC,Benton Nissan - Columbia,,1,1,35.649166,-87.011382
ELEC,Town Nissan,,1,1,47.400783,-120.279071
ELEC,Town Nissan,,1,1,47.400783,-120.279071
ELEC,Cisco Brewery,,1,,43.088051,-70.804101
ELEC,Will Rogers State Historic Park,,2,,34.054983,-118.512636
ELEC,Los Angeles State Historic Park,,5,,34.070849,-118.226589
ELEC,Fort Ross State Historic Park,,2,,38.51597466,-123.2467089
ELEC,Niagara Falls International Airport,,2,,43.101378,-78.941072
ELEC,Buffalo Niagara International Airport,,3,,42.933441,-78.731633
ELEC,University of Dayton - B Lot,,2,,39.740504,-84.17748105
ELEC,Publix #1154,,1,,31.909521,-81.27874
ELEC,Whole Foods Market,,1,,32.044095,-81.071495
ELEC,Eagle Creek Brewing Co - Tesla,,1,,32.448106,-81.779944
ELEC,Kroger,,2,,34.283903,-83.848362
ELEC,Town of Dyer - Town Hall,,1,,41.492057,-87.522819
ELEC,Tom Wood Collision Center,,1,,39.929262,-86.099395
ELEC,Tom Wood Ford,,1,,39.927926,-86.113539
ELEC,Tom Wood Volkswagen,,2,,39.926037,-86.092722
ELEC,Tom Wood Porsche,,1,,39.926194,-86.108451
ELEC,Tom Wood Volvo,,1,,39.929089,-86.092658
ELEC,Tom Wood Toyota,,1,,39.946015,-86.350602
ELEC,KILLINGTON PICO SKI RESORT,,2,,43.627083,-72.79483
ELEC,TOWN OF JACKSON HOME RANCH PKG,,1,,43.482263,-110.761962
ELEC,Fort Dodge Ford Lincoln Toyota,,1,,42.501194,-94.158984
ELEC,Al Spitzer Ford,,1,,41.171588,-81.508325
ELEC,Mountain View Ford Lincoln,,2,,35.03095,-85.305742
ELEC,Sunrise Ford,,2,,27.36623,-80.327301
ELEC,Nick Mayers Ford,,2,,41.519266,-81.455388
ELEC,Appalachian Mountain Club - Highland Center at Crawford Notch,,1,,44.220181,-71.411158
ELEC,York Ford,,1,,42.456219,-71.024859
ELEC,Roesch Ford,,1,,41.931594,-87.951098
ELEC,Sam Leman Ford,,1,,40.460395,-88.971104
ELEC,Acton Ford,,2,,42.441386,-71.430141
ELEC,Inver Grove Ford Lincoln,,1,,44.880515,-93.080637
ELEC,Pierson Ford,,2,,45.469585,-98.500992
ELEC,Leo Kaytes Ford,,2,,41.237296,-74.379503
ELEC,Kindle Auto Plaza,2,2,,39.082387,-74.811638
ELEC,Riverside Ford of Tulsa,,1,,36.090597,-95.999291
ELEC,Tom Masano Ford,,1,,40.309943,-75.952676
ELEC,Seymour Ford Lincoln,,2,,42.277271,-84.373149
ELEC,Zeigler Ford Lincoln,,1,,41.685703,-86.008698
ELEC,BMW OF COLUMBIA STATION 01,,2,,34.054567,-80.977571
ELEC,Shults Ford Lincoln,,1,,40.605571,-80.051469
ELEC,Porcaro Ford,,2,,42.71811835,-87.85228796
ELEC,Ford of Orange,,3,,33.807603,-117.866315
ELEC,Towne Ford Lincoln,,1,,42.786617,-78.761212
ELEC,Woodhouse Ford,,1,,41.291587,-96.022059
ELEC,Suburban Ford,,2,,45.400895,-122.281716
ELEC,Varsity Ford,,1,,42.285984,-83.797918
ELEC,Bird Kultgen Ford,,2,,31.498802,-97.168747
ELEC,Borgman Ford Mazda,,2,,42.912785,-85.742455
ELEC,Crest Ford,,2,,42.094055,-83.251925
ELEC,Central Ford,,2,,33.950115,-118.166578
ELEC,Shenandoah Vineyards Winery,,1,,38.53691,-120.79411
ELEC,Bill Utter Ford,,1,,33.16218,-97.071252
ELEC,Hilltop Ford Kia,,2,,37.984778,-122.320369
ELEC,ADVOCATE LUTHERAN GEN.#1,,2,,42.03821,-87.85074
ELEC,O'Meara Ford Center,,1,,39.884699,-104.991004
ELEC,Antioch University New England,1,1,,42.932671,-72.293971
ELEC,Miller Motor Sales,,2,,42.694094,-88.262156
ELEC,Bonnell Ford,,2,,42.458421,-71.160537
ELEC,Springfield Ford Lincoln,,2,,39.924598,-75.314275
ELEC,Pacifico Ford,,2,,39.913015,-75.223375
ELEC,Avis Ford,,1,,42.502907,-83.28388
ELEC,Serra Ford Rochester Hills,,2,,42.638074,-83.132983
ELEC,Suburban Ford - Ferndale,,1,,42.45145,-83.127736
ELEC,Vic Bailey Ford Lincoln,,2,,34.958109,-81.925101
ELEC,Greenwood Ridge Vineyards,,1,1,39.0979,-123.484338
ELEC,Faith's Ford,,2,,42.884941,-72.555587
ELEC,Clement Ford,,2,,38.805132,-90.729088
ELEC,Schicker Ford,,2,,38.599549,-90.270262
ELEC,Los Angeles County - Marina Lot 77,,2,,33.978488,-118.442785
ELEC,Los Angeles County - Health Services,,3,,34.011408,-118.153406
ELEC,Los Angeles County - Martin Luther King Hospital - Garage C,,37,,33.923781,-118.240951
ELEC,Los Angeles County - Olive View UCLA Medical Center,,2,,34.325912,-118.445513
ELEC,Los Angeles County - Probation Department,,41,,33.916855,-118.133385
ELEC,Redlands Ford,,1,,34.06289,-117.200841
ELEC,Gorno Ford,,2,,42.14717574,-83.22535305
ELEC,Five Star Ford,,1,,32.839796,-97.239662
ELEC,Yankee Ford,,1,,43.637525,-70.256577
ELEC,North Brothers Ford,,2,,42.326409,-83.367414
ELEC,Roy O'Brien Ford,,2,,42.466796,-82.89845
ELEC,RTP EMC - RTP,,2,,35.919842,-78.87791
ELEC,NAVY EXCHANGE ANNAPOLIS,,2,,38.995515,-76.470508
ELEC,MGE OVERTURE ADA,,1,,43.073308,-89.388941
ELEC,MAIN HOSPITAL SILVER PARKING,,2,,47.716056,-122.179455
ELEC,MAIN HOSPITAL DEYOUNG1,,2,,47.714435,-122.179399
ELEC,MAIN HOSPITAL BLUE PARKING,,2,,47.714793,-122.176869
ELEC,MGE MONROE LIB ADA,,1,,43.065982,-89.415137
ELEC,Atchinson Ford,,2,,42.23113,-83.485851
ELEC,Jannell Ford of Hanover,,1,,42.153631,-70.848472
ELEC,Briarwood Ford,,1,,42.185792,-83.740207
ELEC,Bob Allen Ford,,1,,38.960921,-94.666648
ELEC,Bay City - State Recreation Area,,1,,43.667638,-83.907611
ELEC,Crest Ford,1,1,,42.487246,-83.028484
ELEC,Salinas Valley Ford,,4,,36.71552,-121.662804
ELEC,Shagbark Lumber and Farm Supply,,1,,41.463278,-72.442533
ELEC,Saybrook Point Marina,,1,,41.283487,-72.351019
ELEC,UM PTS PLAZA #2,,2,,39.288696,-76.623385
ELEC,Mini of Burlington,,1,,44.409435,-73.217765
ELEC,ASPIRIA GARAGE B,,2,,38.917808,-94.656079
ELEC,ASPIRIA GARAGE C,,2,,38.918823,-94.655719
ELEC,ASPIRIA GARAGE O,,2,,38.913548,-94.661432
ELEC,ASPIRIA GARAGE L,,2,,38.915935,-94.661511
ELEC,ASPIRIA GARAGE N,,2,,38.914405,-94.66147
ELEC,ASPIRIA GARAGE J,,2,,38.918312,-94.660367
ELEC,ASPIRIA GARAGE K,,2,,38.917511,-94.66105
ELEC,ASPIRIA GARAGE I,,2,,38.919937,-94.659703
ELEC,ASPIRIA GARAGE M,,2,,38.915042,-94.661404
ELEC,BMW ALEXANDRIA STATION 01,,2,,38.808299,-77.128578
ELEC,Bill Colwell Ford,,2,,42.4087,-92.451869
ELEC,Dunphy Motors,,2,,40.040168,-75.032708
ELEC,John Kennedy Ford,,2,,40.119701,-75.504738
ELEC,Chapman Ford of Horsham,,2,,40.199827,-75.136981
ELEC,Pacific Place Garage,,1,,37.785064,-122.405175
ELEC,JPMorgan Parking Garage,,2,,37.788865,-122.399359
ELEC,Stonestown Galleria,,2,1,37.727859,-122.476309
ELEC,Trader Joe's,,2,,37.726656,-122.475999
ELEC,Palmetto Ford Lincoln,,3,,32.783919,-80.00975
ELEC,HAYMKT GREEN 2 LES STATION B,,2,,40.815094,-96.712277
ELEC,HAYMKT GREEN 2 LES STATION A,,2,,40.814863,-96.71225
ELEC,Ross Park Mall,,6,,40.543127,-80.008617
ELEC,National Great Rivers Research and Education Center,,1,,38.866724,-90.140662
ELEC,MUNICIPAL EV MORRISVILLE,,2,,44.562497,-72.597235
ELEC,Selby Public Library,,1,,27.337678,-82.543681
ELEC,Brian Hoskins Ford,,1,,39.992718,-75.773874
ELEC,Finger Lakes Waterfall Resort Motel & Cabins,,1,,42.418993,-76.867035
ELEC,Park Ford,,2,,41.102337,-81.457703
ELEC,Northside Ford,,3,,29.551307,-98.485292
ELEC,The Ford Store,,3,,37.134563,-121.632944
ELEC,Rochester Institute of Technology - Lot T,,6,,43.08779,-77.674413
ELEC,Standard Parking,,2,,42.359957,-71.062137
ELEC,UOP CHARGE LIBRARY 2,,2,,45.573016,-122.726659
ELEC,Capital One - Plano,,9,,33.083487,-96.805545
ELEC,Albany International Airport,,16,,42.739746,-73.808186
ELEC,Hayes Chevrolet,,1,,34.483822,-83.582919
ELEC,Leskovar Mitsubishi,,2,,46.213233,-119.162367
ELEC,City of Saint Albans,,2,,44.810808,-73.083917
ELEC,City of Cornelia - Train Depot,,1,,34.512321,-83.525769
ELEC,City of Cornelia - North Fire Station,,1,,34.541644,-83.543244
ELEC,Dana Ford Lincoln,,1,,40.587162,-74.194747
ELEC,Ramp Ford,,1,,40.91966,-73.051332
ELEC,BMW SEATTLE BMW SALES,,2,,47.594042,-122.323977
ELEC,HAMILTON VW VW_408258_A,,2,,40.222952,-74.643819
ELEC,University of Pittsburgh Medical Center - Shadyside,,3,,40.454654,-79.941368
ELEC,University of Pittsburgh Medical Center - Magee,,1,,40.436119,-79.960709
ELEC,FedEx,,4,,40.463583,-80.177254
ELEC,Biber's Garage,,1,,40.414055,-80.190816
ELEC,Phipps Conservatory and Botanical Gardens,,2,,40.438256,-79.9486675
ELEC,Adam Solar Rides,,2,,40.316832,-80.121711
ELEC,Pittsburgh Zoo,,1,,40.484758,-79.922289
ELEC,University of Pittsburgh Medical Center - University Center,,1,,40.446443,-79.954536
ELEC,University of Pittsburgh Medical Center - Forbes Tower,,2,,40.440241,-79.957768
ELEC,University of Pittsburgh Medical Center - Presbyterian Garage,,3,,40.44246,-79.960253
ELEC,Carnegie Science Center,,1,,40.446466,-80.018355
ELEC,Consol Energy,,1,,40.278882,-80.163933
ELEC,University of Pittsburgh - Soldiers and Sailors Garage,,6,,40.444874,-79.955521
ELEC,University of Pittsburgh - O'Hara Garage,,6,,40.444188,-79.958779
ELEC,University of Pittsburgh Medical Center - Shadyside,,3,,40.454915,-79.942404
ELEC,University of Pittsburgh Medical Center - Children's Hospital,,2,,40.466049,-79.952992
ELEC,University of Pittsburgh Medical Center - Mercy Hospital,,1,,40.436276,-79.985191
ELEC,University of Pittsburgh Medical Center - St Margaret's Parking Lot,,1,,40.491031,-79.895769
ELEC,University of Pittsburgh Medical Center - Passavant Hospital,,1,,40.57294552,-80.01626051
ELEC,University of Pittsburgh Medical Center - Towerview Garage,,2,,40.445818,-79.965079
ELEC,University of Pittsburgh Medical Center - Shadyside South Aiken Garage,,2,,40.455031,-79.938253
ELEC,Best Western - Bentleyville,,1,,40.131935,-79.997254
ELEC,Westin Convention Center,,2,,40.44428,-79.994574
ELEC,Colorado Mountain College - Glenwood Springs,,1,,39.54647,-107.323692
ELEC,McLarty Daniel Chevrolet,,2,,36.19556301,-94.17816151
ELEC,Ozark Electric Co-op,,2,,36.077018,-94.212284
ELEC,Cogswell Motors,,2,,35.277594,-93.110985
ELEC,Arkansas Early Learning - Jonesboro,,3,,35.817357,-90.730644
ELEC,Arkansas Early Learning - Wynne Head Start,,1,,35.23795,-90.791657
ELEC,Arkansas Early Learning - Carlew Templeton,,1,,35.634389,-91.251839
ELEC,Oakhurst Inn,,3,,38.031941,-78.506798
ELEC,City of Roanoke,,,1,37.272567,-79.938925
ELEC,Oracle,,2,,42.710694,-71.460639
ELEC,Eastern Connecticut State University - Shakespeare Parking Garage,,4,,41.7385909,-72.208134
ELEC,Sierra Club,,1,,43.618415,-116.196007
ELEC,Gaston Courthouse Community Center,,4,,35.316002,-81.176575
ELEC,Goodwill,,2,,44.834617,-92.957577
ELEC,Hayford Ford,,1,,45.514149,-93.237088
ELEC,Polar Chevrolet Mazda,2,,1,45.064992,-93.024212
ELEC,New Brighton Ford,,1,,45.066177,-93.220016
ELEC,Roseville Chevrolet,,5,1,45.026189,-93.193662
ELEC,The Depot Renaissance,,3,,44.980247,-93.263876
ELEC,St. Louis Park - City Hall,,2,,44.94674,-93.342971
ELEC,Morrie's Nissan,,2,1,45.093871,-93.372061
ELEC,California State University - Channel Islands,,2,,34.16386622,-119.0417562
ELEC,1000 LAKE SHORE 1000 LSD,,2,,41.90085,-87.62452
ELEC,BRCHARGE BRCHARGE,,2,,43.699595,-85.481822
ELEC,HARBOUR POINT HBP STATION A,,2,,47.890423,-122.286971
ELEC,Mellisoni Vineyard,2,1,,47.83522282,-120.0689834
ELEC,Asheville Ford,,1,,35.550684,-82.601894
ELEC,CITY CREEK REGENT P5 1,,2,,40.766206,-111.889789
ELEC,EVCP 1 UPHAM HALL,,2,,42.839614,-88.742164
ELEC,Zion National Park Lodge,,2,,37.251,-112.9558
ELEC,Evergy - Hutchinson Energy Center,,1,,38.0902,-97.871451
ELEC,Evergy - Pittsburg Service Center,,1,,37.386638,-94.710357
ELEC,Evergy - Parsons Service Center,,1,,37.373189,-95.262514
ELEC,Evergy - Wichita System Control Center,,1,,37.691343,-97.346264
ELEC,TOWER COMPANIES 1828 L STREET,,2,,38.903466,-77.042898
ELEC,TOWER COMPANIES 1707 L STREET 1,,2,,38.903979,-77.039104
ELEC,METRO NASHVILLE FULTON GARAGE 5,,2,,36.153934,-86.767472
ELEC,Butte College - Chico,6,1,,39.717216,-121.801107
ELEC,City of Auburn,,1,,38.89702,-121.074405
ELEC,Unity College,,1,,44.602068,-69.330971
ELEC,Eagle County,,,1,39.652053,-106.827821
ELEC,City of Auburn - Train Station,,1,,38.902182,-121.083175
ELEC,Sound Ford,,1,,47.47015,-122.218765
ELEC,Cliff's Elbow Too,,1,,40.968038,-72.562787
ELEC,Cliff's Elbow Room,,1,,40.948819,-72.582795
ELEC,MGE MONONA CC GP,,2,,43.063764,-89.340399
ELEC,MGE MONONA CC ADA,,1,,43.063698,-89.340457
ELEC,Wayne State University - Parking Structure #1,,1,,42.36122182,-83.07117174
ELEC,Wayne State University - Parking Structure #2,,1,,42.35658403,-83.07338264
ELEC,Wayne State University - Parking Structure #3,,1,,42.35735464,-83.06334372
ELEC,Wayne State University - Parking Structure #4,,1,,42.3559279,-83.055206
ELEC,Wayne State University - Parking Structure #5,,1,,42.35774542,-83.07384758
ELEC,Wayne State University - Parking Structure #6,,1,,42.35743177,-83.06604571
ELEC,Wayne State University - Parking Structure #7,,1,,42.34921801,-83.05657441
ELEC,Wayne State University - Parking Structure #8,,1,,42.35426348,-83.06416611
ELEC,Wayne State University - Lot #50,,1,,42.35358833,-83.07526072
ELEC,Wayne State University - Lot #75,,1,,42.35527377,-83.05558828
ELEC,HMC 1 HMC1,,2,,40.532779,-74.861809
ELEC,North Carolina State University - Keystone Science Center,,2,1,35.774673,-78.677792
ELEC,Ricker's,,,1,40.008044,-86.125298
ELEC,Moonspinner Condominiums,,2,,30.138857,-85.749222
ELEC,Extra Space Storage,,1,,34.033635,-118.378848
ELEC,Extra Space Storage,,1,,33.985116,-118.256827
ELEC,Extra Space Storage,,1,,37.749068,-122.402416
ELEC,Extra Space Storage,,1,,34.110475,-118.246578
ELEC,Extra Space Storage,,1,,34.1049,-118.326458
ELEC,EVCP 1 GENERALSERVICES,,1,,42.843574,-88.736127
ELEC,Moffitt's Ford Lincoln & RV,,1,,42.035997,-93.864963
ELEC,Green Rock Apartments,,1,,45.007619,-93.244688
ELEC,Green Rock Apartments,,4,,44.967773,-93.267233
ELEC,Green Rock Apartments,,1,,44.957971,-93.285849
ELEC,VASEO VASEO STATION1,,1,,33.635457,-112.066788
ELEC,JEA Parking Garage,,1,,30.329992,-81.657888
ELEC,Horizon Solutions,,2,,43.59033046,-70.36314249
ELEC,Morong Falmouth Dealership,,2,,43.715981,-70.232951
ELEC,Best Western Plus - Boulder Inn,,3,,40.00164871,-105.2573919
ELEC,Destin Commons Mall,,4,,30.390254,-86.425908
ELEC,LIBBIE MILL A2,,2,,37.590097,-77.494102
ELEC,Canton Town Hall,,2,,41.811022,-72.923177
ELEC,Bishop's Orchards Farm Market,,2,,41.290395,-72.695702
ELEC,Killingly Town Hall,,1,,41.80577,-71.882323
ELEC,East Norwalk Library,,4,,41.102079,-73.40565
ELEC,Town of Stafford - Town Hall,,4,,41.953668,-72.303231
ELEC,Windham Town Hall,,2,,41.71292,-72.217506
ELEC,Woodbridge Town Hall,,2,,41.354138,-73.014176
ELEC,BMW-NA FAST CHARGER 06,,,1,41.028292,-74.073326
ELEC,BMW-NA FAST CHARGER 04,,,1,41.028392,-74.072444
ELEC,BMW-NA FAST CHARGER 03,,,1,41.034229,-74.073055
ELEC,NORTHGATE NORTHGATE 2,,2,,33.342649,-111.70276
ELEC,RMLD ADI WOB STA6 NG,,2,,42.530541,-71.149336
ELEC,"CFP II, LLC 206",,2,,41.891113,-87.620957
ELEC,City of Santa Monica - Garage #6,,30,,34.014299,-118.49638
ELEC,ComEd,,5,,41.9550975,-88.0416907
ELEC,ComEd,,1,,41.998597,-87.824353
ELEC,ComEd,,1,,41.729062,-88.367282
ELEC,ComEd,,1,,41.841158,-89.492612
ELEC,Town of Cortlandt,,2,,41.310139,-73.905002
ELEC,Tarrytown Metro - North Train Station,,3,,41.07626119,-73.86568629
ELEC,Chappaqua Metro - North Train Station,,3,,41.159228,-73.773508
ELEC,Hamilton Parking Garage,,3,,41.034121,-73.766241
ELEC,Longview Parking Garage,,2,,41.026867,-73.767674
ELEC,Lyons Place Municipal Parking Garage,,2,,41.02894,-73.763727
ELEC,Skaneateles Village Hall,,3,,42.948234,-76.431694
ELEC,Lexington-Grove East Garage,,3,,41.031464,-73.769946
ELEC,Market 32,,2,,44.695363,-73.492162
ELEC,Beacon Metro North Train Station,,4,,41.505079,-73.983205
ELEC,Stony Brook University,,2,,40.914818,-73.119813
ELEC,Port Authority Bus Terminal,,2,,40.756177,-73.990558
ELEC,Bay Ridge Municipal Parking Garage,,5,,40.62215,-74.02565
ELEC,Court Square Municipal Parking Garage,,9,,40.745358,-73.942642
ELEC,East 149th Street Municipal Parking Garage,,3,,40.817326,-73.920914
ELEC,Saint George Courthouse,,5,,40.63947,-74.076912
ELEC,Jamestown Community College,,2,,42.114535,-79.217718
ELEC,Rouses Point,,2,,44.991537,-73.36399
ELEC,Long Island Railroad - Freeport,,1,,40.656692,-73.580924
ELEC,CITY OF BARRE SMERCHANTSROW,,2,,44.196637,-72.502262
ELEC,FREEHOLD BMW STATION 01,,2,,40.275519,-74.293644
ELEC,BMW FAST CHARGER 01,,,1,34.904418,-82.180411
ELEC,BMW FAST CHARGER 02,,,1,34.889774,-82.174152
ELEC,PIE AE PALMER STATION4,,2,,30.259769,-97.752509
ELEC,Ottawa National Wildlife Refuge,,2,,41.603862,-83.202233
ELEC,Dumpster Depot,,2,,33.558881,-81.723106
ELEC,Lehn & Vogt Insurance,,1,,26.934722,-82.308889
ELEC,Casco Community Center,,1,,44.004448,-70.522806
ELEC,Standish Town Hall,,1,,43.744763,-70.540302
ELEC,Kendall Ford,,2,,43.59012,-116.390613
ELEC,Snoqualmie Casino,,12,,47.519113,-121.841787
ELEC,Cape May - Lewes Ferry Terminal,,2,,38.782012,-75.118769
ELEC,CCD CHARGING JUSTICE CENTER,,2,,39.737959,-104.993949
ELEC,City of South Portland - Planning & Development,,2,,43.624936,-70.249832
ELEC,CLT AIRPORT LEVEL4_ST1,,2,,35.221677,-80.944937
ELEC,Ingles Market,,1,,35.478123,-81.221638
ELEC,Sunshine Chevrolet,,2,,35.480846,-82.564542
ELEC,Anaheim Regional Transit Intermodal Center - Lot A,,2,,33.80436801,-117.8771492
ELEC,Mills Rentals Office,,1,,35.897388,-79.052478
ELEC,HYDRO PARK HYDRO PARK,,1,,44.277135,-88.269958
ELEC,NEBRASKA CITY DOWN TOWN LOT,,2,,40.67688,-95.854634
ELEC,PIE AE HEB E51ST DCFC1,,,1,30.302274,-97.697951
ELEC,KING VW VW_409151_A,,2,,39.159345,-77.217727
ELEC,WHOLE FOODS MKT WFM YALE,,2,,36.030889,-95.92309
ELEC,MCDOT-PARKING GARAGE 31- 3,,2,,38.980281,-77.095132
ELEC,LEXCHARGE01 LEXCHARGE02,,2,,40.779429,-99.737065
ELEC,LA Fitness,,3,,33.946978,-118.155046
ELEC,Champion Fiat,,2,,33.929068,-118.109466
ELEC,Lakewood City Hall,,2,,33.849737,-118.132994
ELEC,Cole Ford Lincoln,,1,,41.937123,-84.984168
ELEC,Motel 6 - Owatonna,,1,,44.135921,-93.254538
ELEC,Grappone Toyota,,2,,43.15747,-71.505224
ELEC,New Brunswick Parking Authority,,5,,40.496879,-74.446529
ELEC,New Brunswick Parking Authority,,5,,40.494646,-74.447516
ELEC,Chevy Chase Pavilion,4,2,,38.960472,-77.084739
ELEC,Monday Properties,8,4,,38.894017,-77.068861
ELEC,Stanford Court Hotel,,1,,37.791983,-122.409718
ELEC,Cichy's Garage,2,2,,42.39264,-72.729866
ELEC,Smithsonian Museum Support Center,,2,,38.841751,-76.938549
ELEC,New Kent Pit Stop,,,1,37.490299,-77.027031
ELEC,SEWARD DOWNTOWN,,2,,40.908846,-97.098424
ELEC,X3Energy,,2,2,40.401304,-104.868073
ELEC,MCDOT-PARKING GARAGE 31- 2,,2,,38.980271,-77.095092
ELEC,PEARL CIA GARAGE F2-2,,2,,29.443095,-98.480246
ELEC,CITY CREEK REGENT P3,,2,,40.766174,-111.889789
ELEC,Trinity College,,4,,41.745582,-72.689438
ELEC,City of Meriden - Meriden Public Library,,2,,41.537218,-72.796702
ELEC,University of Connecticut - South Parking Garage,,2,,41.805152,-72.253601
ELEC,Banks - Jim's Thriftway,,1,,45.61007,-123.11286
ELEC,Central Point - Fairground Chevron,,1,1,42.378367,-122.900702
ELEC,Roseburg - Wagon Wheel Restaurant,,1,1,43.226684,-123.355712
ELEC,Ashland - Shell,,1,1,42.185555,-122.668787
ELEC,Wolf Creek - Wolf Creek Inn,,1,1,42.696772,-123.395986
ELEC,Wenatchee - Wenatchee Convention Center,,1,1,47.42758,-120.31231
ELEC,I-5 Gee Creek NB Rest Area,,1,,45.77671,-122.669
ELEC,Centralia - Wendy's,,1,1,46.725269,-122.974272
ELEC,Bellingham - Sehome Village,,1,1,48.73116,-122.47119
ELEC,Springfield - Gateway Marketplace,,1,1,44.084422,-123.039829
ELEC,Castle Rock - Cascade Select Market,,1,1,46.276122,-122.910167
ELEC,Burlington - The Outlet Shoppes,,1,1,48.457448,-122.335866
ELEC,Ridgefield - Country Café,,1,1,45.817427,-122.683554
ELEC,Newport - City of Newport Public Parking Lot,,1,1,44.632443,-124.055347
ELEC,I-5 Custer SB Rest Area,,2,,48.927904,-122.648343
ELEC,Skykomish - Sky Deli,,1,1,47.711268,-121.360495
ELEC,I-5 Gee Creek NB Rest Area,,1,,45.77671,-122.669
ELEC,Oakland - Motel 6,,1,1,43.537046,-123.290133
ELEC,Canyonville - 7 Feathers Truck and Travel Center,,1,1,42.940681,-123.290092
ELEC,"PR 790 East Colorado, LLC",,2,,34.133435,-118.136606
ELEC,"PR 35 North Lake, LLC",,2,,34.14695,-118.1327
ELEC,Sheraton Princess Kaiulani,,4,,21.27754,-157.82589
ELEC,Kapolei Village Center,,2,,21.32899,-158.07849
ELEC,Westin Ka’anapali Ocean Resort (KOR) Villas Parking Garage,4,4,,20.93932,-156.69045
ELEC,"Foodland Kehalani, Maui Hawaii",,4,,20.87277,-156.5025
ELEC,"Piedmont Triad Regional Council, NC",,2,,36.079558,-80.064636
ELEC,NE MLK Boulevard - Portland OR,,2,,45.54913,-122.66145
ELEC,THE M RESORT THE M 2,,2,,35.965506,-115.167202
ELEC,Cafe Yumm! - Argyle Square,,2,,45.334986,-122.766691
ELEC,525 NORTHGATE RETAIL #1,,2,,47.707951,-122.321496
ELEC,EV STATION 1 EV STATION 1,,2,,42.041176,-87.887799
ELEC,HY VEE BLMGTON SOUTH,,2,,40.497299,-88.950601
ELEC,LIV COMMUNITIES LIV AHWATUKEE 2,,2,,33.300789,-111.97384
ELEC,STATION E 04 LOT,,2,,34.677355,-82.840203
ELEC,CITY CREEK WEST PARKING P3,,2,,40.767618,-111.891558
ELEC,EVERGY @1KC PLACE-325C,,2,,39.099381,-94.584069
ELEC,Ingles Market,,3,,35.62983,-82.552775
ELEC,"Idaho Power - Water, Environment, & Cloud Seeding Building",,1,,43.563148,-116.251929
ELEC,Idaho Power - Plaza 2 Building,,2,,43.619523,-116.20959
ELEC,Idaho Power - Boise Operations Center,,1,,43.60618722,-116.3181258
ELEC,Magnolia Parke Square,,2,,29.68955,-82.3951
ELEC,Huntington Chevrolet,,2,,40.896338,-85.513522
ELEC,Power Trip Energy Corp,,2,,48.093634,-122.813252
ELEC,John L Scott Real Estate,,1,,48.102409,-122.80229
ELEC,Port Townsend Laundromat & Car Wash,,1,,48.102881,-122.800407
